Fecha,Mercado,Producto,Precio
30-12-09,B.Blanca,Girasol,239.47
04-01-10,B.Blanca,Girasol,239.6
05-01-10,B.Blanca,Girasol,242.17
06-01-10,B.Blanca,Girasol,241.47
07-01-10,B.Blanca,Girasol,243.74
08-01-10,B.Blanca,Girasol,243.81
11-01-10,B.Blanca,Girasol,244.07
12-01-10,B.Blanca,Girasol,240.12
13-01-10,B.Blanca,Girasol,237.82
14-01-10,B.Blanca,Girasol,237.03
15-01-10,B.Blanca,Girasol,235.98
18-01-10,B.Blanca,Girasol,235.59
19-01-10,B.Blanca,Girasol,235.46
20-01-10,B.Blanca,Girasol,235.28
21-01-10,B.Blanca,Girasol,235.03
22-01-10,B.Blanca,Girasol,229.84
25-01-10,B.Blanca,Girasol,235.16
26-01-10,B.Blanca,Girasol,234.66
27-01-10,B.Blanca,Girasol,234.66
28-01-10,B.Blanca,Girasol,233.05
29-01-10,B.Blanca,Girasol,232.07
01-02-10,B.Blanca,Girasol,232.01
02-02-10,B.Blanca,Girasol,232.25
03-02-10,B.Blanca,Girasol,232.13
04-02-10,B.Blanca,Girasol,229.11
05-02-10,B.Blanca,Girasol,229.17
08-02-10,B.Blanca,Girasol,229.11
09-02-10,B.Blanca,Girasol,230.29
10-02-10,B.Blanca,Girasol,232.65
11-02-10,B.Blanca,Girasol,233.77
12-02-10,B.Blanca,Girasol,234.82
15-02-10,B.Blanca,Girasol,235.75
16-02-10,B.Blanca,Girasol,238.53
17-02-10,B.Blanca,Girasol,241.44
18-02-10,B.Blanca,Girasol,241.58
19-02-10,B.Blanca,Girasol,241.58
22-02-10,B.Blanca,Girasol,241.26
23-02-10,B.Blanca,Girasol,243.52
24-02-10,B.Blanca,Girasol,240.93
25-02-10,B.Blanca,Girasol,241.0
26-02-10,B.Blanca,Girasol,241.0
01-03-10,B.Blanca,Girasol,241.12
02-03-10,B.Blanca,Girasol,241.25
03-03-10,B.Blanca,Girasol,241.25
04-03-10,B.Blanca,Girasol,241.18
05-03-10,B.Blanca,Girasol,241.0
08-03-10,B.Blanca,Girasol,241.0
09-03-10,B.Blanca,Girasol,239.51
10-03-10,B.Blanca,Girasol,239.76
11-03-10,B.Blanca,Girasol,239.78
12-03-10,B.Blanca,Girasol,238.34
15-03-10,B.Blanca,Girasol,238.16
16-03-10,B.Blanca,Girasol,235.63
17-03-10,B.Blanca,Girasol,235.63
18-03-10,B.Blanca,Girasol,235.63
19-03-10,B.Blanca,Girasol,235.51
22-03-10,B.Blanca,Girasol,235.51
23-03-10,B.Blanca,Girasol,232.86
25-03-10,B.Blanca,Girasol,230.15
26-03-10,B.Blanca,Girasol,230.15
29-03-10,B.Blanca,Girasol,229.8
30-03-10,B.Blanca,Girasol,229.68
31-03-10,B.Blanca,Girasol,225.63
05-04-10,B.Blanca,Girasol,225.57
06-04-10,B.Blanca,Girasol,225.52
07-04-10,B.Blanca,Girasol,225.75
08-04-10,B.Blanca,Girasol,225.75
09-04-10,B.Blanca,Girasol,225.75
12-04-10,B.Blanca,Girasol,225.63
13-04-10,B.Blanca,Girasol,225.57
14-04-10,B.Blanca,Girasol,225.75
15-04-10,B.Blanca,Girasol,225.98
16-04-10,B.Blanca,Girasol,227.45
19-04-10,B.Blanca,Girasol,223.51
20-04-10,B.Blanca,Girasol,223.2
21-04-10,B.Blanca,Girasol,223.2
22-04-10,B.Blanca,Girasol,224.75
23-04-10,B.Blanca,Girasol,224.69
26-04-10,B.Blanca,Girasol,224.63
27-04-10,B.Blanca,Girasol,224.34
28-04-10,B.Blanca,Girasol,224.68
29-04-10,B.Blanca,Girasol,224.57
30-04-10,B.Blanca,Girasol,225.31
03-05-10,B.Blanca,Girasol,225.69
04-05-10,B.Blanca,Girasol,225.93
05-05-10,B.Blanca,Girasol,225.93
06-05-10,B.Blanca,Girasol,225.93
07-05-10,B.Blanca,Girasol,225.93
10-05-10,B.Blanca,Girasol,227.21
11-05-10,B.Blanca,Girasol,228.44
12-05-10,B.Blanca,Girasol,228.5
13-05-10,B.Blanca,Girasol,231.07
14-05-10,B.Blanca,Girasol,230.95
17-05-10,B.Blanca,Girasol,233.41
18-05-10,B.Blanca,Girasol,234.59
19-05-10,B.Blanca,Girasol,236.3
20-05-10,B.Blanca,Girasol,238.16
21-05-10,B.Blanca,Girasol,238.61
26-05-10,B.Blanca,Girasol,236.77
27-05-10,B.Blanca,Girasol,236.71
28-05-10,B.Blanca,Girasol,236.22
31-05-10,B.Blanca,Girasol,237.97
01-06-10,B.Blanca,Girasol,237.28
02-06-10,B.Blanca,Girasol,237.58
03-06-10,B.Blanca,Girasol,237.88
04-06-10,B.Blanca,Girasol,233.44
07-06-10,B.Blanca,Girasol,232.53
08-06-10,B.Blanca,Girasol,232.89
09-06-10,B.Blanca,Girasol,232.83
10-06-10,B.Blanca,Girasol,234.24
11-06-10,B.Blanca,Girasol,234.0
14-06-10,B.Blanca,Girasol,235.1
15-06-10,B.Blanca,Girasol,235.1
16-06-10,B.Blanca,Girasol,235.35
17-06-10,B.Blanca,Girasol,235.35
18-06-10,B.Blanca,Girasol,235.35
22-06-10,B.Blanca,Girasol,235.17
23-06-10,B.Blanca,Girasol,235.29
24-06-10,B.Blanca,Girasol,236.39
25-06-10,B.Blanca,Girasol,236.27
28-06-10,B.Blanca,Girasol,236.21
30-06-10,B.Blanca,Girasol,228.95
01-07-10,B.Blanca,Girasol,227.56
02-07-10,B.Blanca,Girasol,228.77
05-07-10,B.Blanca,Girasol,228.72
06-07-10,B.Blanca,Girasol,228.72
07-07-10,B.Blanca,Girasol,229.93
08-07-10,B.Blanca,Girasol,229.87
09-07-10,B.Blanca,Girasol,267.97
10-07-10,B.Blanca,Girasol,270.51
12-07-10,B.Blanca,Girasol,231.2
13-07-10,B.Blanca,Girasol,231.32
14-07-10,B.Blanca,Girasol,232.59
15-07-10,B.Blanca,Girasol,232.53
16-07-10,B.Blanca,Girasol,232.59
19-07-10,B.Blanca,Girasol,233.55
20-07-10,B.Blanca,Girasol,233.86
21-07-10,B.Blanca,Girasol,234.88
22-07-10,B.Blanca,Girasol,235.76
23-07-10,B.Blanca,Girasol,237.6
26-07-10,B.Blanca,Girasol,237.79
27-07-10,B.Blanca,Girasol,237.73
28-07-10,B.Blanca,Girasol,237.61
29-07-10,B.Blanca,Girasol,239.78
30-07-10,B.Blanca,Girasol,243.4
02-08-10,B.Blanca,Girasol,244.79
03-08-10,B.Blanca,Girasol,245.3
04-08-10,B.Blanca,Girasol,256.8
05-08-10,B.Blanca,Girasol,256.8
06-08-10,B.Blanca,Girasol,260.68
09-08-10,B.Blanca,Girasol,263.22
10-08-10,B.Blanca,Girasol,265.7
11-08-10,B.Blanca,Girasol,271.99
12-08-10,B.Blanca,Girasol,274.6
13-08-10,B.Blanca,Girasol,278.41
17-08-10,B.Blanca,Girasol,280.88
18-08-10,B.Blanca,Girasol,280.74
19-08-10,B.Blanca,Girasol,280.67
20-08-10,B.Blanca,Girasol,275.52
23-08-10,B.Blanca,Girasol,270.37
24-08-10,B.Blanca,Girasol,265.09
25-08-10,B.Blanca,Girasol,262.36
26-08-10,B.Blanca,Girasol,263.44
27-08-10,B.Blanca,Girasol,262.42
30-08-10,B.Blanca,Girasol,259.49
31-08-10,B.Blanca,Girasol,262.03
01-09-10,B.Blanca,Girasol,262.03
02-09-10,B.Blanca,Girasol,262.22
03-09-10,B.Blanca,Girasol,267.43
06-09-10,B.Blanca,Girasol,267.49
07-09-10,B.Blanca,Girasol,267.29
08-09-10,B.Blanca,Girasol,267.36
09-09-10,B.Blanca,Girasol,269.96
10-09-10,B.Blanca,Girasol,272.5
13-09-10,B.Blanca,Girasol,272.29
14-09-10,B.Blanca,Girasol,272.22
15-09-10,B.Blanca,Girasol,272.15
16-09-10,B.Blanca,Girasol,274.75
17-09-10,B.Blanca,Girasol,274.61
20-09-10,B.Blanca,Girasol,283.54
21-09-10,B.Blanca,Girasol,283.47
22-09-10,B.Blanca,Girasol,283.4
23-09-10,B.Blanca,Girasol,283.33
24-09-10,B.Blanca,Girasol,285.35
27-09-10,B.Blanca,Girasol,284.56
28-09-10,B.Blanca,Girasol,284.42
29-09-10,B.Blanca,Girasol,287.59
30-09-10,B.Blanca,Girasol,290.4
01-10-10,B.Blanca,Girasol,292.86
04-10-10,B.Blanca,Girasol,289.14
05-10-10,B.Blanca,Girasol,289.29
06-10-10,B.Blanca,Girasol,289.14
07-10-10,B.Blanca,Girasol,294.34
08-10-10,B.Blanca,Girasol,297.02
12-10-10,B.Blanca,Girasol,302.15
13-10-10,B.Blanca,Girasol,307.44
14-10-10,B.Blanca,Girasol,312.82
15-10-10,B.Blanca,Girasol,312.26
18-10-10,B.Blanca,Girasol,312.34
19-10-10,B.Blanca,Girasol,312.11
20-10-10,B.Blanca,Girasol,314.55
21-10-10,B.Blanca,Girasol,317.08
25-10-10,B.Blanca,Girasol,324.91
26-10-10,B.Blanca,Girasol,324.66
28-10-10,B.Blanca,Girasol,329.8
29-10-10,B.Blanca,Girasol,329.8
01-11-10,B.Blanca,Girasol,332.15
02-11-10,B.Blanca,Girasol,332.24
03-11-10,B.Blanca,Girasol,334.85
04-11-10,B.Blanca,Girasol,342.26
05-11-10,B.Blanca,Girasol,349.92
08-11-10,B.Blanca,Girasol,349.48
09-11-10,B.Blanca,Girasol,352.85
10-11-10,B.Blanca,Girasol,352.18
11-11-10,B.Blanca,Girasol,354.62
12-11-10,B.Blanca,Girasol,341.74
15-11-10,B.Blanca,Girasol,338.79
16-11-10,B.Blanca,Girasol,328.47
17-11-10,B.Blanca,Girasol,324.69
18-11-10,B.Blanca,Girasol,329.73
19-11-10,B.Blanca,Girasol,329.73
23-11-10,B.Blanca,Girasol,327.21
24-11-10,B.Blanca,Girasol,327.21
25-11-10,B.Blanca,Girasol,327.04
26-11-10,B.Blanca,Girasol,326.63
29-11-10,B.Blanca,Girasol,326.22
30-11-10,B.Blanca,Girasol,329.74
01-12-10,B.Blanca,Girasol,332.25
02-12-10,B.Blanca,Girasol,331.25
03-12-10,B.Blanca,Girasol,338.11
06-12-10,B.Blanca,Girasol,336.25
07-12-10,B.Blanca,Girasol,338.79
09-12-10,B.Blanca,Girasol,342.57
10-12-10,B.Blanca,Girasol,342.14
13-12-10,B.Blanca,Girasol,346.09
14-12-10,B.Blanca,Girasol,346.0
15-12-10,B.Blanca,Girasol,346.0
16-12-10,B.Blanca,Girasol,345.91
17-12-10,B.Blanca,Girasol,346.0
20-12-10,B.Blanca,Girasol,351.03
21-12-10,B.Blanca,Girasol,356.15
22-12-10,B.Blanca,Girasol,361.28
23-12-10,B.Blanca,Girasol,365.76
27-12-10,B.Blanca,Girasol,365.21
28-12-10,B.Blanca,Girasol,368.0
29-12-10,B.Blanca,Girasol,368.28
30-12-10,B.Blanca,Girasol,372.23
03-01-11,B.Blanca,Girasol,372.51
04-01-11,B.Blanca,Girasol,372.51
05-01-11,B.Blanca,Girasol,372.61
06-01-11,B.Blanca,Girasol,372.61
07-01-11,B.Blanca,Girasol,372.05
10-01-11,B.Blanca,Girasol,372.05
11-01-11,B.Blanca,Girasol,374.56
12-01-11,B.Blanca,Girasol,381.04
13-01-11,B.Blanca,Girasol,381.04
14-01-11,B.Blanca,Girasol,380.84
24-01-11,B.Blanca,Girasol,380.18
25-01-11,B.Blanca,Girasol,379.7
26-01-11,B.Blanca,Girasol,379.7
27-01-11,B.Blanca,Girasol,379.22
28-01-11,B.Blanca,Girasol,378.66
31-01-11,B.Blanca,Girasol,377.99
01-02-11,B.Blanca,Girasol,377.9
02-02-11,B.Blanca,Girasol,377.15
03-02-11,B.Blanca,Girasol,377.33
04-02-11,B.Blanca,Girasol,373.41
07-02-11,B.Blanca,Girasol,374.06
08-02-11,B.Blanca,Girasol,374.06
09-02-11,B.Blanca,Girasol,374.06
10-02-11,B.Blanca,Girasol,369.4
11-02-11,B.Blanca,Girasol,366.73
14-02-11,B.Blanca,Girasol,364.16
15-02-11,B.Blanca,Girasol,357.76
16-02-11,B.Blanca,Girasol,355.46
17-02-11,B.Blanca,Girasol,350.4
18-02-11,B.Blanca,Girasol,354.04
21-02-11,B.Blanca,Girasol,353.77
22-02-11,B.Blanca,Girasol,351.29
23-02-11,B.Blanca,Girasol,351.2
24-02-11,B.Blanca,Girasol,351.2
25-02-11,B.Blanca,Girasol,351.2
28-02-11,B.Blanca,Girasol,351.12
01-03-11,B.Blanca,Girasol,351.03
02-03-11,B.Blanca,Girasol,351.12
03-03-11,B.Blanca,Girasol,353.69
04-03-11,B.Blanca,Girasol,353.6
09-03-11,B.Blanca,Girasol,353.33
10-03-11,B.Blanca,Girasol,351.03
11-03-11,B.Blanca,Girasol,342.6
14-03-11,B.Blanca,Girasol,340.03
15-03-11,B.Blanca,Girasol,329.7
16-03-11,B.Blanca,Girasol,317.73
17-03-11,B.Blanca,Girasol,319.39
18-03-11,B.Blanca,Girasol,320.1
21-03-11,B.Blanca,Girasol,319.23
22-03-11,B.Blanca,Girasol,317.91
23-03-11,B.Blanca,Girasol,317.91
28-03-11,B.Blanca,Girasol,317.75
29-03-11,B.Blanca,Girasol,317.52
30-03-11,B.Blanca,Girasol,317.28
31-03-11,B.Blanca,Girasol,318.94
01-04-11,B.Blanca,Girasol,318.94
04-04-11,B.Blanca,Girasol,322.06
05-04-11,B.Blanca,Girasol,321.9
06-04-11,B.Blanca,Girasol,331.77
07-04-11,B.Blanca,Girasol,331.85
08-04-11,B.Blanca,Girasol,332.1
11-04-11,B.Blanca,Girasol,332.1
12-04-11,B.Blanca,Girasol,324.29
13-04-11,B.Blanca,Girasol,324.05
14-04-11,B.Blanca,Girasol,323.33
15-04-11,B.Blanca,Girasol,323.1
18-04-11,B.Blanca,Girasol,322.78
19-04-11,B.Blanca,Girasol,322.62
20-04-11,B.Blanca,Girasol,322.38
25-04-11,B.Blanca,Girasol,322.15
26-04-11,B.Blanca,Girasol,322.15
27-04-11,B.Blanca,Girasol,317.01
28-04-11,B.Blanca,Girasol,314.95
29-04-11,B.Blanca,Girasol,314.95
02-05-11,B.Blanca,Girasol,315.03
03-05-11,B.Blanca,Girasol,315.11
04-05-11,B.Blanca,Girasol,316.25
05-05-11,B.Blanca,Girasol,312.5
06-05-11,B.Blanca,Girasol,312.42
09-05-11,B.Blanca,Girasol,312.35
10-05-11,B.Blanca,Girasol,312.42
11-05-11,B.Blanca,Girasol,312.27
12-05-11,B.Blanca,Girasol,312.35
13-05-11,B.Blanca,Girasol,312.27
16-05-11,B.Blanca,Girasol,312.19
17-05-11,B.Blanca,Girasol,312.12
18-05-11,B.Blanca,Girasol,312.04
19-05-11,B.Blanca,Girasol,311.96
20-05-11,B.Blanca,Girasol,312.04
23-05-11,B.Blanca,Girasol,311.96
24-05-11,B.Blanca,Girasol,312.04
26-05-11,B.Blanca,Girasol,319.38
27-05-11,B.Blanca,Girasol,329.17
30-05-11,B.Blanca,Girasol,331.46
31-05-11,B.Blanca,Girasol,332.52
01-06-11,B.Blanca,Girasol,332.6
02-06-11,B.Blanca,Girasol,332.52
03-06-11,B.Blanca,Girasol,332.52
06-06-11,B.Blanca,Girasol,329.91
07-06-11,B.Blanca,Girasol,329.91
08-06-11,B.Blanca,Girasol,329.91
09-06-11,B.Blanca,Girasol,329.83
10-06-11,B.Blanca,Girasol,329.91
13-06-11,B.Blanca,Girasol,329.91
14-06-11,B.Blanca,Girasol,329.83
15-06-11,B.Blanca,Girasol,327.31
16-06-11,B.Blanca,Girasol,324.87
17-06-11,B.Blanca,Girasol,324.79
21-06-11,B.Blanca,Girasol,324.55
22-06-11,B.Blanca,Girasol,323.25
23-06-11,B.Blanca,Girasol,312.27
24-06-11,B.Blanca,Girasol,312.2
27-06-11,B.Blanca,Girasol,312.04
28-06-11,B.Blanca,Girasol,309.45
29-06-11,B.Blanca,Girasol,309.0
01-07-11,B.Blanca,Girasol,301.7
04-07-11,B.Blanca,Girasol,301.34
05-07-11,B.Blanca,Girasol,301.26
06-07-11,B.Blanca,Girasol,301.12
07-07-11,B.Blanca,Girasol,296.04
11-07-11,B.Blanca,Girasol,293.55
12-07-11,B.Blanca,Girasol,291.12
13-07-11,B.Blanca,Girasol,291.12
14-07-11,B.Blanca,Girasol,291.12
15-07-11,B.Blanca,Girasol,290.91
18-07-11,B.Blanca,Girasol,288.28
19-07-11,B.Blanca,Girasol,287.72
20-07-11,B.Blanca,Girasol,287.72
21-07-11,B.Blanca,Girasol,287.51
22-07-11,B.Blanca,Girasol,287.51
25-07-11,B.Blanca,Girasol,287.79
26-07-11,B.Blanca,Girasol,287.65
27-07-11,B.Blanca,Girasol,287.58
28-07-11,B.Blanca,Girasol,287.3
29-07-11,B.Blanca,Girasol,287.09
01-08-11,B.Blanca,Girasol,286.95
02-08-11,B.Blanca,Girasol,286.89
03-08-11,B.Blanca,Girasol,286.68
04-08-11,B.Blanca,Girasol,286.54
05-08-11,B.Blanca,Girasol,283.93
08-08-11,B.Blanca,Girasol,284.06
09-08-11,B.Blanca,Girasol,283.14
10-08-11,B.Blanca,Girasol,283.86
11-08-11,B.Blanca,Girasol,284.92
12-08-11,B.Blanca,Girasol,288.6
15-08-11,B.Blanca,Girasol,290.8
16-08-11,B.Blanca,Girasol,290.66
17-08-11,B.Blanca,Girasol,290.38
18-08-11,B.Blanca,Girasol,289.96
19-08-11,B.Blanca,Girasol,289.61
23-08-11,B.Blanca,Girasol,291.59
24-08-11,B.Blanca,Girasol,291.45
25-08-11,B.Blanca,Girasol,291.52
26-08-11,B.Blanca,Girasol,291.59
29-08-11,B.Blanca,Girasol,294.89
30-08-11,B.Blanca,Girasol,294.4
31-08-11,B.Blanca,Girasol,294.05
01-09-11,B.Blanca,Girasol,292.38
02-09-11,B.Blanca,Girasol,293.91
05-09-11,B.Blanca,Girasol,293.49
06-09-11,B.Blanca,Girasol,293.49
07-09-11,B.Blanca,Girasol,293.56
08-09-11,B.Blanca,Girasol,293.91
09-09-11,B.Blanca,Girasol,293.84
12-09-11,B.Blanca,Girasol,293.77
13-09-11,B.Blanca,Girasol,293.77
14-09-11,B.Blanca,Girasol,293.77
15-09-11,B.Blanca,Girasol,293.7
16-09-11,B.Blanca,Girasol,291.32
19-09-11,B.Blanca,Girasol,288.94
20-09-11,B.Blanca,Girasol,287.59
21-09-11,B.Blanca,Girasol,287.66
22-09-11,B.Blanca,Girasol,283.33
23-09-11,B.Blanca,Girasol,279.43
26-09-11,B.Blanca,Girasol,273.48
27-09-11,B.Blanca,Girasol,273.48
28-09-11,B.Blanca,Girasol,272.29
30-09-11,B.Blanca,Girasol,250.89
03-10-11,B.Blanca,Girasol,250.89
04-10-11,B.Blanca,Girasol,248.51
05-10-11,B.Blanca,Girasol,248.4
06-10-11,B.Blanca,Girasol,248.22
07-10-11,B.Blanca,Girasol,248.22
11-10-11,B.Blanca,Girasol,248.16
12-10-11,B.Blanca,Girasol,257.66
13-10-11,B.Blanca,Girasol,258.72
14-10-11,B.Blanca,Girasol,259.72
17-10-11,B.Blanca,Girasol,259.17
18-10-11,B.Blanca,Girasol,256.8
19-10-11,B.Blanca,Girasol,256.2
20-10-11,B.Blanca,Girasol,251.48
21-10-11,B.Blanca,Girasol,246.75
24-10-11,B.Blanca,Girasol,246.69
25-10-11,B.Blanca,Girasol,251.42
26-10-11,B.Blanca,Girasol,256.14
27-10-11,B.Blanca,Girasol,256.14
28-10-11,B.Blanca,Girasol,263.22
31-10-11,B.Blanca,Girasol,263.22
01-11-11,B.Blanca,Girasol,262.91
02-11-11,B.Blanca,Girasol,262.35
03-11-11,B.Blanca,Girasol,262.35
04-11-11,B.Blanca,Girasol,261.98
07-11-11,B.Blanca,Girasol,261.74
08-11-11,B.Blanca,Girasol,261.74
09-11-11,B.Blanca,Girasol,261.61
10-11-11,B.Blanca,Girasol,261.55
11-11-11,B.Blanca,Girasol,261.0
14-11-11,B.Blanca,Girasol,260.82
15-11-11,B.Blanca,Girasol,263.9
16-11-11,B.Blanca,Girasol,264.27
17-11-11,B.Blanca,Girasol,269.03
18-11-11,B.Blanca,Girasol,268.97
21-11-11,B.Blanca,Girasol,264.21
22-11-11,B.Blanca,Girasol,264.15
23-11-11,B.Blanca,Girasol,256.92
24-11-11,B.Blanca,Girasol,253.34
25-11-11,B.Blanca,Girasol,251.0
29-11-11,B.Blanca,Girasol,250.29
30-11-11,B.Blanca,Girasol,249.94
01-12-11,B.Blanca,Girasol,256.89
02-12-11,B.Blanca,Girasol,261.5
05-12-11,B.Blanca,Girasol,268.32
06-12-11,B.Blanca,Girasol,268.82
07-12-11,B.Blanca,Girasol,268.82
12-12-11,B.Blanca,Girasol,264.08
13-12-11,B.Blanca,Girasol,264.08
14-12-11,B.Blanca,Girasol,259.29
15-12-11,B.Blanca,Girasol,259.1
16-12-11,B.Blanca,Girasol,256.41
19-12-11,B.Blanca,Girasol,256.29
20-12-11,B.Blanca,Girasol,256.29
21-12-11,B.Blanca,Girasol,256.29
22-12-11,B.Blanca,Girasol,256.29
23-12-11,B.Blanca,Girasol,256.29
27-12-11,B.Blanca,Girasol,255.93
28-12-11,B.Blanca,Girasol,255.64
29-12-11,B.Blanca,Girasol,257.9
30-12-11,B.Blanca,Girasol,257.9
03-01-12,B.Blanca,Girasol,257.9
04-01-12,B.Blanca,Girasol,257.78
05-01-12,B.Blanca,Girasol,257.48
06-01-12,B.Blanca,Girasol,257.12
09-01-12,B.Blanca,Girasol,254.98
10-01-12,B.Blanca,Girasol,255.04
11-01-12,B.Blanca,Girasol,255.1
12-01-12,B.Blanca,Girasol,250.46
13-01-12,B.Blanca,Girasol,250.46
16-01-12,B.Blanca,Girasol,250.17
17-01-12,B.Blanca,Girasol,252.43
18-01-12,B.Blanca,Girasol,252.31
19-01-12,B.Blanca,Girasol,254.57
20-01-12,B.Blanca,Girasol,254.45
23-01-12,B.Blanca,Girasol,254.16
24-01-12,B.Blanca,Girasol,258.42
25-01-12,B.Blanca,Girasol,258.18
26-01-12,B.Blanca,Girasol,258.3
27-01-12,B.Blanca,Girasol,258.36
30-01-12,B.Blanca,Girasol,258.3
31-01-12,B.Blanca,Girasol,258.24
01-02-12,B.Blanca,Girasol,258.42
02-02-12,B.Blanca,Girasol,258.48
03-02-12,B.Blanca,Girasol,258.48
06-02-12,B.Blanca,Girasol,258.3
07-02-12,B.Blanca,Girasol,258.18
08-02-12,B.Blanca,Girasol,260.25
09-02-12,B.Blanca,Girasol,260.01
10-02-12,B.Blanca,Girasol,260.07
13-02-12,B.Blanca,Girasol,262.31
14-02-12,B.Blanca,Girasol,265.58
15-02-12,B.Blanca,Girasol,265.46
16-02-12,B.Blanca,Girasol,265.33
17-02-12,B.Blanca,Girasol,265.33
22-02-12,B.Blanca,Girasol,265.27
23-02-12,B.Blanca,Girasol,267.57
24-02-12,B.Blanca,Girasol,267.51
28-02-12,B.Blanca,Girasol,278.93
29-02-12,B.Blanca,Girasol,278.86
01-03-12,B.Blanca,Girasol,279.57
02-03-12,B.Blanca,Girasol,280.28
05-03-12,B.Blanca,Girasol,280.28
06-03-12,B.Blanca,Girasol,280.21
07-03-12,B.Blanca,Girasol,280.15
08-03-12,B.Blanca,Girasol,277.71
09-03-12,B.Blanca,Girasol,276.31
12-03-12,B.Blanca,Girasol,275.99
13-03-12,B.Blanca,Girasol,275.67
14-03-12,B.Blanca,Girasol,275.42
15-03-12,B.Blanca,Girasol,275.74
16-03-12,B.Blanca,Girasol,275.23
19-03-12,B.Blanca,Girasol,275.04
20-03-12,B.Blanca,Girasol,274.91
21-03-12,B.Blanca,Girasol,274.79
22-03-12,B.Blanca,Girasol,274.85
23-03-12,B.Blanca,Girasol,274.66
26-03-12,B.Blanca,Girasol,274.47
27-03-12,B.Blanca,Girasol,278.98
28-03-12,B.Blanca,Girasol,278.92
29-03-12,B.Blanca,Girasol,278.73
30-03-12,B.Blanca,Girasol,280.89
03-04-12,B.Blanca,Girasol,287.54
04-04-12,B.Blanca,Girasol,287.15
09-04-12,B.Blanca,Girasol,291.97
10-04-12,B.Blanca,Girasol,291.97
11-04-12,B.Blanca,Girasol,296.13
12-04-12,B.Blanca,Girasol,311.72
13-04-12,B.Blanca,Girasol,311.79
16-04-12,B.Blanca,Girasol,318.62
17-04-12,B.Blanca,Girasol,313.85
18-04-12,B.Blanca,Girasol,313.49
19-04-12,B.Blanca,Girasol,308.81
20-04-12,B.Blanca,Girasol,308.67
23-04-12,B.Blanca,Girasol,308.53
24-04-12,B.Blanca,Girasol,308.32
25-04-12,B.Blanca,Girasol,308.11
26-04-12,B.Blanca,Girasol,308.04
27-04-12,B.Blanca,Girasol,307.9
02-05-12,B.Blanca,Girasol,307.28
03-05-12,B.Blanca,Girasol,307.14
04-05-12,B.Blanca,Girasol,307.14
07-05-12,B.Blanca,Girasol,309.89
08-05-12,B.Blanca,Girasol,309.82
09-05-12,B.Blanca,Girasol,309.68
14-05-12,B.Blanca,Girasol,304.97
15-05-12,B.Blanca,Girasol,305.04
21-05-12,B.Blanca,Girasol,301.23
22-05-12,B.Blanca,Girasol,301.03
23-05-12,B.Blanca,Girasol,300.96
24-05-12,B.Blanca,Girasol,300.89
28-05-12,B.Blanca,Girasol,300.63
29-05-12,B.Blanca,Girasol,300.89
30-05-12,B.Blanca,Girasol,300.83
31-05-12,B.Blanca,Girasol,300.83
01-06-12,B.Blanca,Girasol,296.35
13-06-12,B.Blanca,Girasol,289.4
14-06-12,B.Blanca,Girasol,289.21
15-06-12,B.Blanca,Girasol,284.7
18-06-12,B.Blanca,Girasol,284.44
19-06-12,B.Blanca,Girasol,277.59
21-06-12,B.Blanca,Girasol,277.28
22-06-12,B.Blanca,Girasol,277.04
25-06-12,B.Blanca,Girasol,276.92
26-06-12,B.Blanca,Girasol,276.73
27-06-12,B.Blanca,Girasol,276.67
28-06-12,B.Blanca,Girasol,276.37
29-06-12,B.Blanca,Girasol,276.12
02-07-12,B.Blanca,Girasol,276.24
03-07-12,B.Blanca,Girasol,276.24
04-07-12,B.Blanca,Girasol,276.12
05-07-12,B.Blanca,Girasol,275.94
06-07-12,B.Blanca,Girasol,275.63
10-07-12,B.Blanca,Girasol,279.86
11-07-12,B.Blanca,Girasol,279.67
12-07-12,B.Blanca,Girasol,279.37
13-07-12,B.Blanca,Girasol,285.9
16-07-12,B.Blanca,Girasol,292.44
17-07-12,B.Blanca,Girasol,300.97
18-07-12,B.Blanca,Girasol,300.64
19-07-12,B.Blanca,Girasol,302.63
20-07-12,B.Blanca,Girasol,302.37
23-07-12,B.Blanca,Girasol,301.9
24-07-12,B.Blanca,Girasol,297.4
25-07-12,B.Blanca,Girasol,297.59
26-07-12,B.Blanca,Girasol,297.33
27-07-12,B.Blanca,Girasol,296.94
30-07-12,B.Blanca,Girasol,296.94
31-07-12,B.Blanca,Girasol,296.62
01-08-12,B.Blanca,Girasol,296.49
03-08-12,B.Blanca,Girasol,296.36
06-08-12,B.Blanca,Girasol,296.17
07-08-12,B.Blanca,Girasol,295.97
08-08-12,B.Blanca,Girasol,295.78
09-08-12,B.Blanca,Girasol,295.65
10-08-12,B.Blanca,Girasol,299.93
13-08-12,B.Blanca,Girasol,304.02
14-08-12,B.Blanca,Girasol,303.95
15-08-12,B.Blanca,Girasol,310.33
16-08-12,B.Blanca,Girasol,314.47
17-08-12,B.Blanca,Girasol,324.96
21-08-12,B.Blanca,Girasol,331.31
22-08-12,B.Blanca,Girasol,331.46
23-08-12,B.Blanca,Girasol,334.63
24-08-12,B.Blanca,Girasol,334.05
27-08-12,B.Blanca,Girasol,333.77
28-08-12,B.Blanca,Girasol,333.55
29-08-12,B.Blanca,Girasol,338.09
30-08-12,B.Blanca,Girasol,342.11
31-08-12,B.Blanca,Girasol,342.82
05-09-12,B.Blanca,Girasol,346.09
